Activity Name,Sport Type,start_latlng,elev_high,distance,type,total_elevation_gain,elev_low,start_date,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
Worden,GravelRide,"(42.29625, -83.721799)",993.7664359999999,48631.3,root='Ride',282.5,247.7,2021-05-28 20:20:27+00:00,Ann Arbor,Michigan,US,10.07,1.85,11.92,903.22,0.992,12.02,30.22,927,05/28/21
Tuesday Gravel Hills - AAVC,GravelRide,"(42.285659, -83.839705)",1024.2782479999998,54599.2,root='Ride',351.4,265.6,2021-05-25 21:53:30+00:00,Dexter,Michigan,US,11.31,2.31,13.620000000000001,947.83,0.992,13.73,33.93,1153,05/25/21
Emery,GravelRide,"(42.296316, -83.721462)",984.580084,33788.6,root='Ride',265.9,247.7,2021-05-23 15:35:04+00:00,Ann Arbor,Michigan,US,7.0,1.74,8.74,898.62,0.992,8.81,21.0,872,05/23/21
Olson Park,MountainBikeRide,"(42.296278, -83.721524)",978.018404,43847.4,root='Ride',387.9,231.8,2021-05-22 12:53:24+00:00,Ann Arbor,Michigan,US,10.9,2.55,13.45,869.26,0.992,13.56,27.25,1273,05/22/21
Waterloo + DTE,MountainBikeRide,"(42.365945, -84.088917)",1089.566964,60171.6,root='Ride',596.5,278.2,2021-05-19 22:01:36+00:00,Chelsea,Michigan,US,13.0,3.91,16.91,1001.15,0.992,17.05,37.39,1957,05/19/21
Potawatomi,MountainBikeRide,"(42.414731, -83.964485)",1011.482972,43505.9,root='Ride',674.2,268.4,2021-05-16 19:56:45+00:00,Pinckney,Michigan,US,10.81,4.42,15.23,946.03,0.992,15.35,27.03,2212,05/16/21
Pleasant Lake,GravelRide,"(42.233396, -83.750863)",992.782184,37195.5,root='Ride',298.7,259.7,2021-05-13 21:22:43+00:00,Ann Arbor,Michigan,US,7.7,1.96,9.66,922.41,0.992,9.74,23.11,980,05/13/21
Olson Park,MountainBikeRide,"(42.296269, -83.721326)",942.585332,25612.2,root='Ride',294.3,231.8,2021-05-12 22:29:58+00:00,Ann Arbor,Michigan,US,6.37,1.93,8.3,851.54,0.992,8.37,15.91,966,05/12/21
Hoxeyville + Harrietta,Ride,"(44.217528, -85.408166)",1431.430492,84173.7,root='Ride',560.0,330.7,2021-05-08 17:10:56+00:00,Cadillac,Michigan,US,13.08,3.67,16.75,1258.2,0.992,16.89,52.3,1837,05/08/21
Hobart,GravelRide,"(44.217548, -85.408217)",1481.627344,21566.6,root='Ride',208.4,372.6,2021-05-07 17:45:04+00:00,Cadillac,Michigan,US,4.47,1.37,5.84,1352.03,0.992,5.89,13.4,684,05/07/21
Boon - CCC,Ride,"(44.217456, -85.408117)",1431.758576,60472.0,root='Ride',206.8,392.0,2021-05-06 21:14:48+00:00,Cadillac,Michigan,US,9.39,1.36,10.75,1358.92,0.992,10.84,37.58,678,05/06/21
Cadillac Pathway,MountainBikeRide,"(44.267174, -85.377541)",1448.162776,16996.3,root='Ride',250.9,382.0,2021-05-05 21:13:33+00:00,Cadillac,Michigan,US,4.22,1.65,5.869999999999999,1350.72,0.992,5.92,10.56,823,05/05/21
VASA,MountainBikeRide,"(44.701774, -85.483305)",974.40948,62608.8,root='Ride',478.0,212.7,2021-05-04 15:18:01+00:00,Kingsley,Michigan,US,15.56,3.14,18.7,836.12,0.992,18.85,38.9,1568,05/04/21
Dighton,Ride,"(44.217411, -85.408282)",1692.5853559999998,50482.4,root='Ride',606.1,376.5,2021-05-03 19:51:36+00:00,Cadillac,Michigan,US,7.84,3.98,11.82,1463.91,0.992,11.92,31.37,1989,05/03/21
Olga Lake,GravelRide,"(44.217503, -85.408152)",1431.430492,58548.7,root='Ride',535.1,359.9,2021-05-02 16:11:00+00:00,Cadillac,Michigan,US,12.13,3.51,15.64,1306.1,0.992,15.77,36.38,1756,05/02/21
MSB,MountainBikeRide,"(44.743331, -85.514144)",985.5643359999999,37625.5,root='Ride',448.4,196.9,2021-05-01 13:01:52+00:00,Traverse City,Michigan,US,9.35,2.94,12.29,815.78,0.992,12.39,23.38,1471,05/01/21
Cadillac Pathway,MountainBikeRide,"(44.267314, -85.376825)",1441.6010959999999,8864.7,root='Ride',152.3,404.8,2021-04-30 19:21:13+00:00,Cadillac,Michigan,US,2.2,1.0,3.2,1384.84,0.992,3.23,5.51,500,04/30/21
DTE,MountainBikeRide,"(42.373951, -84.078443)",1097.44098,34283.6,root='Ride',428.0,289.1,2021-04-27 19:40:39+00:00,Chelsea,Michigan,US,8.52,2.81,11.33,1022.97,0.992,11.42,21.3,1404,04/27/21
CONE-AZALIA,GravelRide,"(42.083813, -83.675117)",847.112888,60283.8,root='Ride',157.8,205.1,2021-04-25 13:11:53+00:00,Milan,Michigan,US,12.49,1.04,13.530000000000001,760.01,0.992,13.64,37.46,518,04/25/21
Barton Hills,Ride,"(42.297155, -83.720745)",984.252,35993.2,root='Ride',737.9,232.3,2021-04-22 20:22:41+00:00,Ann Arbor,Michigan,US,5.59,4.84,10.43,873.2,0.992,10.51,22.37,2421,04/22/21
Indoor - Sprint - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-04-20 17:22:27+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,04/20/21
Hamburg,GravelRide,"(42.296237, -83.721631)",977.69032,66292.0,root='Ride',481.8,239.0,2021-04-18 19:25:44+00:00,Ann Arbor,Michigan,US,13.73,3.16,16.89,880.91,0.992,17.03,41.19,1581,04/18/21
DTE,MountainBikeRide,"(42.379867, -84.077967)",1086.614208,20510.5,root='Ride',331.5,289.1,2021-04-17 16:27:47+00:00,Chelsea,Michigan,US,5.1,2.18,7.279999999999999,1017.55,0.992,7.34,12.74,1088,04/17/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-04-15 20:41:59+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,04/15/21
Whitmore Lake,Ride,"(42.297203, -83.72097)",1028.54334,54751.5,root='Ride',350.4,230.5,2021-04-13 16:12:07+00:00,Ann Arbor,Michigan,US,8.51,2.3,10.809999999999999,892.39,0.992,10.9,34.02,1150,04/13/21
Cherry Hill,GravelRide,"(42.29621, -83.72155)",989.829428,46546.2,root='Ride',358.3,232.9,2021-04-12 19:59:03+00:00,Ann Arbor,Michigan,US,9.64,2.35,11.99,876.97,0.992,12.09,28.92,1176,04/12/21
Ann Arbor Local Loop,MountainBikeRide,"(42.296308, -83.721788)",943.5695840000001,28217.9,root='Ride',420.3,233.4,2021-04-10 18:36:14+00:00,Ann Arbor,Michigan,US,7.01,2.76,9.77,854.66,0.992,9.85,17.53,1379,04/10/21
Dexter,Ride,"(42.297217, -83.72048)",1051.8373040000001,49369.3,root='Ride',303.7,235.5,2021-04-08 12:45:29+00:00,Ann Arbor,Michigan,US,7.67,1.99,9.66,912.24,0.992,9.74,30.68,996,04/08/21
Dirt Hammer,GravelRide,"(42.29617, -83.721668)",977.69032,47919.4,root='Ride',406.7,235.5,2021-04-06 20:17:31+00:00,Ann Arbor,Michigan,US,9.93,2.67,12.6,875.16,0.992,12.7,29.78,1334,04/06/21
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-04-05 17:10:51+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,04/05/21
Island Lake,MountainBikeRide,"(42.297174, -83.720873)",984.580084,81819.3,root='Ride',514.3,247.7,2021-04-03 14:53:27+00:00,Ann Arbor,Michigan,US,17.68,3.37,21.05,898.62,0.992,21.22,50.84,1687,04/03/21
Olson Park,MountainBikeRide,"(42.296463, -83.721773)",943.897668,24408.4,root='Ride',320.6,232.2,2021-04-02 21:52:13+00:00,Ann Arbor,Michigan,US,6.07,2.1,8.17,852.85,0.992,8.24,15.17,1052,04/02/21
Dixboro,Ride,"(42.297153, -83.720881)",1012.4672240000001,35466.7,root='Ride',300.0,229.2,2021-03-30 17:06:04+00:00,Ann Arbor,Michigan,US,5.51,1.97,7.4799999999999995,882.22,0.992,7.54,22.04,984,03/30/21
Indoor - Sprint - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-29 17:10:53+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/29/21
Ramp Test - CCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-28 14:57:45+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/28/21
Gallup Park Pathway,Ride,"(42.297275, -83.720748)",941.2729959999999,20650.4,root='Ride',162.5,227.9,2021-03-27 20:58:10+00:00,Ann Arbor,Michigan,US,3.21,1.07,4.28,844.49,0.992,4.31,12.83,533,03/27/21
Hamburg,Ride,"(42.29719, -83.720814)",985.236252,57862.8,root='Ride',396.7,236.0,2021-03-25 19:06:34+00:00,Ann Arbor,Michigan,US,8.99,2.6,11.59,879.76,0.992,11.68,35.95,1302,03/25/21
Dexter,Ride,"(42.297494, -83.725323)",982.9396640000001,37026.9,root='Ride',307.3,235.9,2021-03-23 21:36:26+00:00,Ann Arbor,Michigan,US,5.75,2.02,7.77,878.44,0.992,7.83,23.01,1008,03/23/21
Emery + Olson Park,MountainBikeRide,"(42.297149, -83.720887)",984.580084,35893.7,root='Ride',265.5,247.7,2021-03-22 15:27:52+00:00,Ann Arbor,Michigan,US,8.92,1.74,10.66,898.62,0.992,10.75,22.3,871,03/22/21
Masked FTP Test - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-18 16:42:27+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/18/21
Whitmore Lake,Ride,"(42.297338, -83.721245)",1028.54334,46029.2,root='Ride',240.4,239.0,2021-03-16 20:39:44+00:00,Ann Arbor,Michigan,US,7.15,1.58,8.73,906.33,0.992,8.8,28.6,789,03/16/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-15 20:07:21+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/15/21
North Ann Arbor,GravelRide,"(42.297255, -83.720636)",991.7979320000001,34177.3,root='Ride',238.0,239.0,2021-03-11 18:18:26+00:00,Ann Arbor,Michigan,US,7.08,1.56,8.64,887.96,0.992,8.71,21.24,781,03/11/21
Waterloop,Ride,"(42.297268, -83.720392)",1054.133892,94721.1,root='Ride',623.9,235.5,2021-03-09 15:27:03+00:00,Ann Arbor,Michigan,US,14.71,4.09,18.8,913.39,0.992,18.95,58.86,2047,03/09/21
Emery,GravelRide,"(42.297236, -83.720996)",984.580084,26079.6,root='Ride',153.5,247.9,2021-03-08 21:11:37+00:00,Ann Arbor,Michigan,US,5.4,1.01,6.41,898.95,0.992,6.46,16.21,504,03/08/21
Indoor - Endurance - CCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-06 19:07:53+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/06/21
Indoor - Thresh - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-04 21:34:02+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/04/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-02 21:37:20+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/02/21
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-03-01 21:04:17+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,03/01/21
Dexter,Ride,"(42.297234, -83.720768)",982.9396640000001,50111.2,root='Ride',392.5,235.7,2021-02-28 20:31:02+00:00,Ann Arbor,Michigan,US,7.78,2.58,10.36,878.12,0.992,10.44,31.14,1288,02/28/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-26 21:02:21+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/26/21
Indoor - Thresh - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-24 20:45:06+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/24/21
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-23 21:49:40+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/23/21
Indoor - Endurance - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-20 17:02:58+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/20/21
Indoor - Thresh - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-18 21:38:47+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/18/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-16 21:33:05+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/16/21
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-15 21:07:26+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/15/21
Indoor - Endurance - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-13 16:58:32+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/13/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-11 21:33:49+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/11/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-09 23:49:42+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/09/21
Masked FTP Test - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-02-08 21:05:03+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/08/21
Whitmore Lake,Ride,"(42.297355, -83.720712)",980.9711599999999,23740.9,root='Ride',174.0,239.0,2021-02-03 18:02:31+00:00,Ann Arbor,Michigan,US,3.69,1.14,4.83,882.55,0.992,4.87,14.75,571,02/03/21
Dexter,Ride,"(42.297278, -83.72088)",982.9396640000001,38312.0,root='Ride',264.7,235.5,2021-02-02 17:51:12+00:00,Ann Arbor,Michigan,US,5.95,1.74,7.69,877.79,0.992,7.75,23.81,868,02/02/21
Gallup Park Pathway,Ride,"(42.297123, -83.720642)",919.619452,16382.5,root='Ride',76.4,225.2,2021-01-28 17:36:17+00:00,Ann Arbor,Michigan,US,2.54,0.5,3.04,829.23,0.992,3.06,10.18,251,01/28/21
Indoor - Endurance - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-26 23:47:32+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/26/21
Indoor - SS - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-25 18:02:23+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/25/21
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-21 21:55:20+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/21/21
Indoor - Endurance - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-19 18:12:51+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/19/21
Indoor - SS - CCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-17 19:29:47+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/17/21
Gratiot Lake Overlook,Hike,"(47.363741, -88.132402)",1149.6063359999998,1911.0,root='Hike',130.9,229.3,2021-01-14 21:47:45+00:00,Eagle River,Michigan,US,1.19,0.86,2.05,950.95,0.992,2.07,1.19,429,01/14/21
Black Creek Nature Sanctuary,Hike,"(47.318832, -88.47238)",702.4278439999999,6518.1,root='Hike',104.1,184.4,2021-01-14 17:01:45+00:00,Laurium,Michigan,US,4.05,0.68,4.7299999999999995,653.71,0.992,4.77,4.05,342,01/14/21
Mount Bohemia,NordicSki,"(47.388035, -88.020728)",1235.8924279999999,8691.2,root='NordicSki',227.3,240.9,2021-01-13 17:15:00+00:00,Eagle River,Michigan,US,5.4,1.49,6.890000000000001,1013.12,0.992,6.95,5.4,746,01/13/21
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-11 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/11/21
Indoor - VO2 - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-10 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/10/21
Evergreen,NordicSki,"(44.225082, -85.405681)",1418.635216,8642.7,root='NordicSki',92.6,404.8,2021-01-09 19:18:34+00:00,Cadillac,Michigan,US,5.37,0.61,5.98,1373.36,0.992,6.03,5.37,304,01/09/21
Indoor - SS - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-08 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/08/21
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-05 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/05/21
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-04 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/04/21
Cadillac Pathway ,NordicSki,"(44.267521, -85.376794)",1448.162776,16870.5,root='NordicSki',254.7,382.0,2021-01-02 18:34:41+00:00,Cadillac,Michigan,US,10.48,1.67,12.15,1350.72,0.992,12.25,10.48,836,01/02/21
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-01-01 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/01/21
Cadillac Pathway,NordicSki,"(44.282799, -85.334905)",1384.842564,5451.9,root='NordicSki',60.1,382.0,2020-12-31 21:10:50+00:00,Cadillac,Michigan,US,3.39,0.39,3.7800000000000002,1319.06,0.992,3.81,3.39,197,12/31/20
Indoor - SS - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-30 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/30/20
Indoor - Sprint - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-29 02:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/29/20
NCT Red Bridge - Marilla ,Hike,"(44.283968, -85.861875)",1123.359616,16847.8,root='Hike',403.5,212.1,2020-12-27 14:27:07+00:00,Baldwin,Michigan,US,10.47,2.65,13.120000000000001,909.61,0.992,13.23,10.47,1324,12/27/20
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-25 13:00:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/25/20
Indoor - Endurance - Home,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-24 02:10:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/24/20
Indoor - Endurance - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-17 02:10:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/17/20
Indoor - VO2 - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-15 02:10:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/15/20
Whitmore Lake ,Ride,"(42.297237, -83.720938)",1028.54334,46074.1,root='Ride',240.3,239.0,2020-12-11 17:41:12+00:00,Ann Arbor,Michigan,US,7.16,1.58,8.74,906.33,0.992,8.81,28.63,788,12/11/20
Joy + Olson Park,MountainBikeRide,"(42.297163, -83.720517)",989.829428,28279.8,root='Ride',211.5,247.7,2020-12-09 20:22:07+00:00,Ann Arbor,Michigan,US,7.03,1.39,8.42,901.25,0.992,8.49,17.57,694,12/09/20
Masked FTP Test - NCRB,Ride,,0.0,0.0,root='Ride',0.0,0.0,2020-12-07 20:30:00+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/07/20
Barton Hills,Ride,"(42.296316, -83.721244)",984.252,29608.9,root='Ride',635.0,239.0,2020-12-04 19:44:52+00:00,Ann Arbor,Michigan,US,4.6,4.17,8.77,884.19,0.992,8.84,18.4,2083,12/04/20
Full Huron River Drive,Ride,"(42.297244, -83.720745)",982.9396640000001,48843.4,root='Ride',359.1,236.0,2020-12-03 16:08:59+00:00,Ann Arbor,Michigan,US,7.59,2.36,9.95,878.61,0.992,10.03,30.35,1178,12/03/20
Tustin,GravelRide,"(44.217541, -85.408193)",1481.627344,33138.8,root='Ride',385.1,363.0,2020-11-29 15:28:45+00:00,Cadillac,Michigan,US,6.86,2.53,9.39,1336.29,0.992,9.47,20.59,1263,11/29/20
The Dragon,MountainBikeRide,"(43.490156, -85.635364)",931.102392,36089.2,root='Ride',525.7,250.3,2020-11-28 15:53:51+00:00,White Cloud,Michigan,US,8.97,3.45,12.420000000000002,876.15,0.992,12.52,22.42,1725,11/28/20
Cadillac Pathway,MountainBikeRide,"(44.267221, -85.377588)",1436.679836,8605.4,root='Ride',140.6,404.8,2020-11-27 20:40:17+00:00,Cadillac,Michigan,US,2.14,0.92,3.06,1382.38,0.992,3.08,5.35,461,11/27/20
Both Lakes,Ride,"(44.217645, -85.408278)",1431.430492,32417.8,root='Ride',79.9,392.6,2020-11-26 15:18:57+00:00,Cadillac,Michigan,US,5.04,0.52,5.5600000000000005,1359.74,0.992,5.6,20.14,262,11/26/20
Hamburg,Ride,"(42.297173, -83.720716)",1008.5302159999999,68205.7,root='Ride',457.6,237.1,2020-11-20 19:30:46+00:00,Ann Arbor,Michigan,US,10.6,3.0,13.6,893.21,0.992,13.71,42.38,1501,11/20/20
Olson Park,MountainBikeRide,"(42.297197, -83.720689)",944.5538359999999,23526.6,root='Ride',247.2,231.5,2020-11-19 18:46:48+00:00,Ann Arbor,Michigan,US,5.85,1.62,7.47,852.03,0.992,7.53,14.62,811,11/19/20
Unadilla + Hell,Ride,"(42.297255, -83.72085)",1029.199508,99820.5,root='Ride',616.9,235.5,2020-11-09 13:46:36+00:00,Ann Arbor,Michigan,US,15.51,4.05,19.56,900.92,0.992,19.72,62.03,2024,11/09/20
Baits Hill Laps,Ride,"(42.297156, -83.72081)",943.5695840000001,22335.8,root='Ride',407.4,237.2,2020-11-09 00:32:46+00:00,Ann Arbor,Michigan,US,3.47,2.67,6.140000000000001,860.89,0.992,6.19,13.88,1337,11/09/20
Barton Hills,Ride,"(42.297114, -83.720686)",984.252,8709.5,root='Ride',90.8,239.0,2020-11-06 18:50:51+00:00,Ann Arbor,Michigan,US,1.35,0.6,1.9500000000000002,884.19,0.992,1.97,5.41,298,11/06/20
Olson Park,MountainBikeRide,"(42.297186, -83.721003)",937.664072,16823.4,root='Ride',161.8,247.9,2020-11-04 20:23:43+00:00,Ann Arbor,Michigan,US,4.18,1.06,5.24,875.49,0.992,5.28,10.45,531,11/04/20
Gallup Park Pathway,Run,,0.0,20100.7,root='Run',89.3,0.0,2020-11-04 02:30:00+00:00,,,,12.49,0.59,13.08,0.0,1.0,13.08,12.49,293,11/04/20
Dirt Hammer,GravelRide,"(42.297368, -83.720609)",982.9396640000001,50206.1,root='Ride',448.9,235.5,2020-10-28 18:35:23+00:00,Ann Arbor,Michigan,US,10.4,2.95,13.350000000000001,877.79,0.992,13.46,31.2,1473,10/28/20
Barton Hills,Ride,"(42.297156, -83.720677)",985.89242,44078.1,root='Ride',646.8,235.9,2020-10-23 13:52:01+00:00,Ann Arbor,Michigan,US,6.85,4.24,11.09,879.92,0.992,11.18,27.39,2122,10/23/20
DTE,MountainBikeRide,"(42.36595, -84.088672)",1100.065652,18595.7,root='Ride',274.9,293.0,2020-10-22 18:47:58+00:00,Chelsea,Michigan,US,4.62,1.8,6.42,1030.68,0.992,6.47,11.55,902,10/22/20
ASME/SWE Fun Run 5k,Run,"(42.294697, -83.721349)",928.8058040000001,4992.7,root='Run',27.3,269.2,2020-10-20 20:28:41+00:00,Ann Arbor,Michigan,US,3.1,0.18,3.2800000000000002,906.0,0.992,3.31,3.1,90,10/20/20
Ann Arbor Loop,Run,,0.0,12923.0,root='Run',179.2,0.0,2020-10-18 01:30:00+00:00,,,,8.03,1.18,9.209999999999999,0.0,1.0,9.21,8.03,588,10/18/20
Chelsea North,Ride,"(42.297059, -83.720779)",1028.54334,75688.0,root='Ride',526.1,235.1,2020-10-15 18:17:18+00:00,Ann Arbor,Michigan,US,11.76,3.45,15.21,899.93,0.992,15.33,47.03,1726,10/15/20
Worden,GravelRide,"(42.297249, -83.720423)",994.4226040000001,41725.3,root='Ride',265.3,246.8,2020-10-13 12:29:14+00:00,Ann Arbor,Michigan,US,8.64,1.74,10.38,902.07,0.992,10.46,25.93,870,10/13/20
Waterloop ,Ride,"(42.297199, -83.720619)",1050.853052,94075.2,root='Ride',668.9,235.1,2020-10-09 19:22:26+00:00,Ann Arbor,Michigan,US,14.61,4.39,19.0,911.09,0.992,19.15,58.46,2195,10/09/20
Singletrack/Bike Park,MountainBikeRide,"(42.29752, -83.725456)",943.2415,20113.0,root='Ride',267.1,231.4,2020-10-08 18:14:05+00:00,Ann Arbor,Michigan,US,5.0,1.75,6.75,851.21,0.992,6.8,12.5,876,10/08/20
Emery,GravelRide,"(42.297217, -83.720703)",985.89242,26058.7,root='Ride',167.8,246.8,2020-10-05 20:31:17+00:00,Ann Arbor,Michigan,US,5.4,1.1,6.5,897.8,0.992,6.55,16.19,551,10/05/20
DTE,MountainBikeRide,"(42.373935, -84.078589)",1077.099772,21265.0,root='Ride',271.8,289.0,2020-10-03 16:50:42+00:00,Chelsea,Michigan,US,5.29,1.78,7.07,1012.63,0.992,7.13,13.21,892,10/03/20
Whitmore Lake,Ride,"(42.297255, -83.720829)",981.6273279999999,27852.2,root='Ride',210.1,238.4,2020-10-01 21:54:41+00:00,Ann Arbor,Michigan,US,4.33,1.38,5.71,881.89,0.992,5.76,17.31,689,10/01/20
Ann Arbor Loop,Run,,0.0,13100.1,root='Run',115.8,0.0,2020-10-01 01:30:00+00:00,,,,8.14,0.76,8.9,0.0,1.0,8.9,8.14,380,10/01/20
Barton Hills,Ride,"(42.297048, -83.720643)",985.89242,17972.2,root='Ride',218.5,235.1,2020-09-29 22:31:01+00:00,Ann Arbor,Michigan,US,2.79,1.43,4.22,878.61,0.992,4.25,11.17,717,09/29/20
Saline + Milan,Ride,"(42.297175, -83.720811)",938.976408,54336.9,root='Ride',342.6,212.9,2020-09-27 13:56:00+00:00,Ann Arbor,Michigan,US,8.44,2.25,10.69,818.73,0.992,10.78,33.76,1124,09/27/20
Barton Hills,Ride,"(42.297072, -83.720358)",985.89242,32600.9,root='Ride',419.2,235.9,2020-09-25 20:58:16+00:00,Ann Arbor,Michigan,US,5.06,2.75,7.81,879.92,0.992,7.87,20.26,1375,09/25/20
Olson Park,MountainBikeRide,"(42.297359, -83.720813)",938.32024,19798.3,root='Ride',213.8,246.8,2020-09-24 19:29:41+00:00,Ann Arbor,Michigan,US,4.92,1.4,6.32,874.02,0.992,6.37,12.3,701,09/24/20
Dexter,Ride,"(42.297194, -83.720886)",938.976408,39187.7,root='Ride',238.1,235.0,2020-09-22 18:46:47+00:00,Ann Arbor,Michigan,US,6.09,1.56,7.65,854.99,0.992,7.71,24.35,781,09/22/20
